(3, [186, 49, 174], 210.05739092826843) 
(3, [117, 89, 154], 227.55664110183716) 
(3, [257, 215, 244], 500) 
(3, [148, 234, 57], 500) 
(3, [77, 185, 238], 392.4921364784241) 
(3, [240, 186, 172], 500) 
(3, [209, 263, 136], 500) 
(3, [54, 55, 242], 218.8001880645752) 
(3, [286, 231, 65], 500) 
(3, [61, 165, 235], 500) 
