(1, [50], 41.77787057558695) 
(1, [100], 36.78766441345215) 
(1, [150], 42.75917800267538) 
(1, [200], 47.534494956334434) 
(1, [250], 52.760187228520714) 
(1, [300], 61.0554191271464) 
(1, [350], 63.90148631731669) 
(1, [400], 66.7855400244395) 
(1, [450], 65.68367997805278) 
(1, [500], 84.48230051994324) 
(1, [550], 82.4048577149709) 
(1, [600], 100.23572715123494) 
(1, [650], 99.00238951047261) 
(1, [700], 94.57057158152263) 
(1, [750], 113.21241736412048) 
(1, [800], 118.89218195279439) 
(1, [850], 108.41606879234314) 
(1, [900], 135.90132315953574) 
(1, [950], 131.70471588770548) 
